Replicate Name,Peptide Note,Total Area MS1,Peptide Retention Time
blank_00,2-7_H3_9_17_K9K14_pac_NO,0,37
blank_01,2-7_H3_9_17_K9K14_pac_NO,1444,37
QC_pre01,2-7_H3_9_17_K9K14_pac_NO,1688258816,38.14
QC_pre02,2-7_H3_9_17_K9K14_pac_NO,1537485440,38
QC_pre03,2-7_H3_9_17_K9K14_pac_NO,1282067072,37.49
QC_00,2-7_H3_9_17_K9K14_pac_NO,452656928,36.5
QC_01,2-7_H3_9_17_K9K14_pac_NO,1532602752,37.88
QC_02,2-7_H3_9_17_K9K14_pac_NO,1423914624,37.44
QC_03,2-7_H3_9_17_K9K14_pac_NO,1601630976,37.62
QC_05,2-7_H3_9_17_K9K14_pac_NO,1619877376,37.39
QC_04,2-7_H3_9_17_K9K14_pac_NO,1544578560,37.51
IM01r1,2-7_H3_9_17_K9K14_pac_NO,166833568,37.64
IM01r2,2-7_H3_9_17_K9K14_pac_NO,166684272,37.66
IM01r3,2-7_H3_9_17_K9K14_pac_NO,183661328,37.25
IM02r1,2-7_H3_9_17_K9K14_pac_NO,1159090560,37.54
IM02r2,2-7_H3_9_17_K9K14_pac_NO,1176748160,37.55
IM02r3,2-7_H3_9_17_K9K14_pac_NO,1219646080,37.15
IM03r1,2-7_H3_9_17_K9K14_pac_NO,549703360,37.8
IM03r2,2-7_H3_9_17_K9K14_pac_NO,531685024,37.53
IM03r3,2-7_H3_9_17_K9K14_pac_NO,531965696,37.82
IM04r1,2-7_H3_9_17_K9K14_pac_NO,1307842304,38.08
IM04r2,2-7_H3_9_17_K9K14_pac_NO,1133443840,37.87
IM04r3,2-7_H3_9_17_K9K14_pac_NO,1139061376,37.55
IM05r1,2-7_H3_9_17_K9K14_pac_NO,1453279232,37.45
IM05r2,2-7_H3_9_17_K9K14_pac_NO,1407182208,37.67
IM05r3,2-7_H3_9_17_K9K14_pac_NO,1367963904,37.71
EJ06r1,2-7_H3_9_17_K9K14_pac_NO,890360064,37.72
EJ06r2,2-7_H3_9_17_K9K14_pac_NO,927039808,37.63
EJ06r3,2-7_H3_9_17_K9K14_pac_NO,972915520,37.44
EJ07r1,2-7_H3_9_17_K9K14_pac_NO,2371263488,37.42
EJ07r2,2-7_H3_9_17_K9K14_pac_NO,2163036672,37.45
EJ07r3,2-7_H3_9_17_K9K14_pac_NO,2400754944,37.51
EJ08r1,2-7_H3_9_17_K9K14_pac_NO,3199688960,37.23
EJ08r2,2-7_H3_9_17_K9K14_pac_NO,3380503040,37.24
EJ08r3,2-7_H3_9_17_K9K14_pac_NO,3352545024,37.38
EJ09r1,2-7_H3_9_17_K9K14_pac_NO,2681133568,37.53
EJ09r2,2-7_H3_9_17_K9K14_pac_NO,2656923392,37.59
EJ09r3,2-7_H3_9_17_K9K14_pac_NO,2694490880,37.6
EJ10r1,2-7_H3_9_17_K9K14_pac_NO,3035961088,37.85
EJ10r2,2-7_H3_9_17_K9K14_pac_NO,2890553088,38.08
EJ10r3,2-7_H3_9_17_K9K14_pac_NO,3037713152,37.95
blank_00,2-8_H3_9_17_K9K14_acac,0,35.4
blank_01,2-8_H3_9_17_K9K14_acac,0,35.22
QC_pre01,2-8_H3_9_17_K9K14_acac,35663216,36.11
QC_pre02,2-8_H3_9_17_K9K14_acac,31463342,35.94
QC_pre03,2-8_H3_9_17_K9K14_acac,26248102,34.83
QC_00,2-8_H3_9_17_K9K14_acac,43912,35.84
QC_01,2-8_H3_9_17_K9K14_acac,33325352,35.75
QC_02,2-8_H3_9_17_K9K14_acac,30572906,35.13
QC_03,2-8_H3_9_17_K9K14_acac,35249080,35.44
QC_05,2-8_H3_9_17_K9K14_acac,35101428,35.16
QC_04,2-8_H3_9_17_K9K14_acac,34469944,35.37
IM01r1,2-8_H3_9_17_K9K14_acac,12283204,35.54
IM01r2,2-8_H3_9_17_K9K14_acac,12519940,35.61
IM01r3,2-8_H3_9_17_K9K14_acac,12354867,35.13
IM02r1,2-8_H3_9_17_K9K14_acac,43528592,35.38
IM02r2,2-8_H3_9_17_K9K14_acac,43063732,35.39
IM02r3,2-8_H3_9_17_K9K14_acac,36671604,34.95
IM03r1,2-8_H3_9_17_K9K14_acac,48129116,35.67
IM03r2,2-8_H3_9_17_K9K14_acac,44994412,35.33
IM03r3,2-8_H3_9_17_K9K14_acac,42153560,35.69
IM04r1,2-8_H3_9_17_K9K14_acac,44200512,35.93
IM04r2,2-8_H3_9_17_K9K14_acac,42771528,35.67
IM04r3,2-8_H3_9_17_K9K14_acac,44029224,35.36
IM05r1,2-8_H3_9_17_K9K14_acac,29849486,35.31
IM05r2,2-8_H3_9_17_K9K14_acac,28018524,35.47
IM05r3,2-8_H3_9_17_K9K14_acac,30675808,35.57
EJ06r1,2-8_H3_9_17_K9K14_acac,14971737,35.61
EJ06r2,2-8_H3_9_17_K9K14_acac,15443394,35.47
EJ06r3,2-8_H3_9_17_K9K14_acac,15042987,35.27
EJ07r1,2-8_H3_9_17_K9K14_acac,42450348,35.22
EJ07r2,2-8_H3_9_17_K9K14_acac,40083104,35.23
EJ07r3,2-8_H3_9_17_K9K14_acac,41382188,35.32
EJ08r1,2-8_H3_9_17_K9K14_acac,60873360,35.02
EJ08r2,2-8_H3_9_17_K9K14_acac,67911184,35.03
EJ08r3,2-8_H3_9_17_K9K14_acac,66002504,35.19
EJ09r1,2-8_H3_9_17_K9K14_acac,17413846,35.4
EJ09r2,2-8_H3_9_17_K9K14_acac,17069578,35.41
EJ09r3,2-8_H3_9_17_K9K14_acac,16176310,35.46
EJ10r1,2-8_H3_9_17_K9K14_acac,48921164,35.62
EJ10r2,2-8_H3_9_17_K9K14_acac,47841896,35.95
EJ10r3,2-8_H3_9_17_K9K14_acac,46333876,35.82
blank_00,3-1_H3_18_26_K18K23_pp,0,47.2
blank_01,3-1_H3_18_26_K18K23_pp,7473,47.15
QC_pre01,3-1_H3_18_26_K18K23_pp,9635460096,47.52
QC_pre02,3-1_H3_18_26_K18K23_pp,9418483712,47.43
QC_pre03,3-1_H3_18_26_K18K23_pp,8359760896,47.28
QC_00,3-1_H3_18_26_K18K23_pp,3057764352,46.93
QC_01,3-1_H3_18_26_K18K23_pp,8667423744,47.47
QC_02,3-1_H3_18_26_K18K23_pp,7969907712,47.17
QC_03,3-1_H3_18_26_K18K23_pp,8451279872,47.24
QC_05,3-1_H3_18_26_K18K23_pp,8482275840,47.1
QC_04,3-1_H3_18_26_K18K23_pp,8579297792,47.25
IM01r1,3-1_H3_18_26_K18K23_pp,1978657280,47.36
IM01r2,3-1_H3_18_26_K18K23_pp,2038536704,47.49
IM01r3,3-1_H3_18_26_K18K23_pp,2196883456,46.98
IM02r1,3-1_H3_18_26_K18K23_pp,9775941632,47.24
IM02r2,3-1_H3_18_26_K18K23_pp,10181509120,47.37
IM02r3,3-1_H3_18_26_K18K23_pp,9974018048,46.87
IM03r1,3-1_H3_18_26_K18K23_pp,5045615616,47.45
IM03r2,3-1_H3_18_26_K18K23_pp,4345953792,47.22
IM03r3,3-1_H3_18_26_K18K23_pp,4924488192,47.48
IM04r1,3-1_H3_18_26_K18K23_pp,7755987456,47.71
IM04r2,3-1_H3_18_26_K18K23_pp,7716852736,47.52
IM04r3,3-1_H3_18_26_K18K23_pp,7341536256,47.22
IM05r1,3-1_H3_18_26_K18K23_pp,5367152640,47.17
IM05r2,3-1_H3_18_26_K18K23_pp,5593605632,47.33
IM05r3,3-1_H3_18_26_K18K23_pp,5196237312,47.4
EJ06r1,3-1_H3_18_26_K18K23_pp,7543545344,47.38
EJ06r2,3-1_H3_18_26_K18K23_pp,6706247680,47.35
EJ06r3,3-1_H3_18_26_K18K23_pp,6837414400,47.17
EJ07r1,3-1_H3_18_26_K18K23_pp,13099584512,47.18
EJ07r2,3-1_H3_18_26_K18K23_pp,12531166208,47.19
EJ07r3,3-1_H3_18_26_K18K23_pp,13120661504,47.15
EJ08r1,3-1_H3_18_26_K18K23_pp,16004260864,46.95
EJ08r2,3-1_H3_18_26_K18K23_pp,17468362752,46.92
EJ08r3,3-1_H3_18_26_K18K23_pp,16599260160,47
EJ09r1,3-1_H3_18_26_K18K23_pp,12865793024,47.29
EJ09r2,3-1_H3_18_26_K18K23_pp,12958022656,47.2
EJ09r3,3-1_H3_18_26_K18K23_pp,13377431552,47.33
EJ10r1,3-1_H3_18_26_K18K23_pp,13437634560,47.5
EJ10r2,3-1_H3_18_26_K18K23_pp,13306085376,47.67
EJ10r3,3-1_H3_18_26_K18K23_pp,13878017024,47.62
blank_00,3-2_H3_18_26_K18K23_acp,0,45
blank_01,3-2_H3_18_26_K18K23_acp,4177,45.01
QC_pre01,3-2_H3_18_26_K18K23_acp,211633968,45.39
QC_pre02,3-2_H3_18_26_K18K23_acp,180915040,45.27
QC_pre03,3-2_H3_18_26_K18K23_acp,153266976,45.04
QC_00,3-2_H3_18_26_K18K23_acp,46704156,44.65
QC_01,3-2_H3_18_26_K18K23_acp,212169840,45.29
QC_02,3-2_H3_18_26_K18K23_acp,167402944,44.95
QC_03,3-2_H3_18_26_K18K23_acp,195142192,45.06
QC_05,3-2_H3_18_26_K18K23_acp,209139504,44.87
QC_04,3-2_H3_18_26_K18K23_acp,203466256,45.03
IM01r1,3-2_H3_18_26_K18K23_acp,94897848,45.14
IM01r2,3-2_H3_18_26_K18K23_acp,103428760,45.23
IM01r3,3-2_H3_18_26_K18K23_acp,116423344,44.68
IM02r1,3-2_H3_18_26_K18K23_acp,260852240,45.06
IM02r2,3-2_H3_18_26_K18K23_acp,230985360,45.13
IM02r3,3-2_H3_18_26_K18K23_acp,233926464,44.67
IM03r1,3-2_H3_18_26_K18K23_acp,310112288,45.27
IM03r2,3-2_H3_18_26_K18K23_acp,293342912,45.03
IM03r3,3-2_H3_18_26_K18K23_acp,354318944,45.27
IM04r1,3-2_H3_18_26_K18K23_acp,274297472,45.52
IM04r2,3-2_H3_18_26_K18K23_acp,286938688,45.29
IM04r3,3-2_H3_18_26_K18K23_acp,290207136,45.01
IM05r1,3-2_H3_18_26_K18K23_acp,170304096,44.92
IM05r2,3-2_H3_18_26_K18K23_acp,157557616,45.13
IM05r3,3-2_H3_18_26_K18K23_acp,175025808,45.19
EJ06r1,3-2_H3_18_26_K18K23_acp,80357632,45.2
EJ06r2,3-2_H3_18_26_K18K23_acp,76165920,45.12
EJ06r3,3-2_H3_18_26_K18K23_acp,67032352,44.94
EJ07r1,3-2_H3_18_26_K18K23_acp,220095056,44.98
EJ07r2,3-2_H3_18_26_K18K23_acp,193038896,45
EJ07r3,3-2_H3_18_26_K18K23_acp,197490304,44.95
EJ08r1,3-2_H3_18_26_K18K23_acp,360563392,44.76
EJ08r2,3-2_H3_18_26_K18K23_acp,375751456,44.75
EJ08r3,3-2_H3_18_26_K18K23_acp,369376896,44.84
EJ09r1,3-2_H3_18_26_K18K23_acp,83340280,45.06
EJ09r2,3-2_H3_18_26_K18K23_acp,93408624,45.01
EJ09r3,3-2_H3_18_26_K18K23_acp,99974832,45.13
EJ10r1,3-2_H3_18_26_K18K23_acp,286301920,45.3
EJ10r2,3-2_H3_18_26_K18K23_acp,274097984,45.47
EJ10r3,3-2_H3_18_26_K18K23_acp,330639488,45.34
blank_00,3-3_H3_18_26_K18K23_pac,0,45.3
blank_01,3-3_H3_18_26_K18K23_pac,#N/A,#N/A
QC_pre01,3-3_H3_18_26_K18K23_pac,5445071360,45.57
QC_pre02,3-3_H3_18_26_K18K23_pac,4907045888,45.46
QC_pre03,3-3_H3_18_26_K18K23_pac,4296166912,45.24
QC_00,3-3_H3_18_26_K18K23_pac,1305935872,44.85
QC_01,3-3_H3_18_26_K18K23_pac,5526978560,45.48
QC_02,3-3_H3_18_26_K18K23_pac,4910649344,45.14
QC_03,3-3_H3_18_26_K18K23_pac,5478866432,45.24
QC_05,3-3_H3_18_26_K18K23_pac,5756173312,45.06
QC_04,3-3_H3_18_26_K18K23_pac,5768849920,45.22
IM01r1,3-3_H3_18_26_K18K23_pac,1283802240,45.35
IM01r2,3-3_H3_18_26_K18K23_pac,1287207936,45.47
IM01r3,3-3_H3_18_26_K18K23_pac,1526139776,44.9
IM02r1,3-3_H3_18_26_K18K23_pac,4068877312,45.26
IM02r2,3-3_H3_18_26_K18K23_pac,3942724608,45.32
IM02r3,3-3_H3_18_26_K18K23_pac,3485452288,44.86
IM03r1,3-3_H3_18_26_K18K23_pac,3807291392,45.47
IM03r2,3-3_H3_18_26_K18K23_pac,4199256832,45.23
IM03r3,3-3_H3_18_26_K18K23_pac,3708606976,45.46
IM04r1,3-3_H3_18_26_K18K23_pac,4248165376,45.73
IM04r2,3-3_H3_18_26_K18K23_pac,4109566208,45.5
IM04r3,3-3_H3_18_26_K18K23_pac,4223374336,45.2
IM05r1,3-3_H3_18_26_K18K23_pac,5352995840,45.13
IM05r2,3-3_H3_18_26_K18K23_pac,5915983872,45.32
IM05r3,3-3_H3_18_26_K18K23_pac,5533707776,45.4
EJ06r1,3-3_H3_18_26_K18K23_pac,5736612864,45.4
EJ06r2,3-3_H3_18_26_K18K23_pac,6412145664,45.3
EJ06r3,3-3_H3_18_26_K18K23_pac,6455809024,45.13
EJ07r1,3-3_H3_18_26_K18K23_pac,6108879360,45.17
EJ07r2,3-3_H3_18_26_K18K23_pac,5954617856,45.19
EJ07r3,3-3_H3_18_26_K18K23_pac,6386945536,45.14
EJ08r1,3-3_H3_18_26_K18K23_pac,6205045248,44.95
EJ08r2,3-3_H3_18_26_K18K23_pac,6013452288,44.94
EJ08r3,3-3_H3_18_26_K18K23_pac,5810897920,45.05
EJ09r1,3-3_H3_18_26_K18K23_pac,7993477120,45.22
EJ09r2,3-3_H3_18_26_K18K23_pac,9446565888,45.18
EJ09r3,3-3_H3_18_26_K18K23_pac,8252216832,45.3
EJ10r1,3-3_H3_18_26_K18K23_pac,8536017920,45.47
EJ10r2,3-3_H3_18_26_K18K23_pac,9234242560,45.66
EJ10r3,3-3_H3_18_26_K18K23_pac,9127262208,45.52
blank_00,3-4_H3_18_26_K18K23_acac,#N/A,#N/A
blank_01,3-4_H3_18_26_K18K23_acac,#N/A,#N/A
QC_pre01,3-4_H3_18_26_K18K23_acac,132895744,43.47
QC_pre02,3-4_H3_18_26_K18K23_acac,124912952,43.33
QC_pre03,3-4_H3_18_26_K18K23_acac,108288384,43.04
QC_00,3-4_H3_18_26_K18K23_acac,30411974,42.65
QC_01,3-4_H3_18_26_K18K23_acac,159341776,43.36
QC_02,3-4_H3_18_26_K18K23_acac,116884408,42.99
QC_03,3-4_H3_18_26_K18K23_acac,144071376,43.09
QC_05,3-4_H3_18_26_K18K23_acac,135813152,42.88
QC_04,3-4_H3_18_26_K18K23_acac,134413280,43.06
IM01r1,3-4_H3_18_26_K18K23_acac,95246960,43.14
IM01r2,3-4_H3_18_26_K18K23_acac,97482392,43.21
IM01r3,3-4_H3_18_26_K18K23_acac,76029872,42.7
IM02r1,3-4_H3_18_26_K18K23_acac,157665536,43.08
IM02r2,3-4_H3_18_26_K18K23_acac,153736096,43.12
IM02r3,3-4_H3_18_26_K18K23_acac,140103536,42.7
IM03r1,3-4_H3_18_26_K18K23_acac,286277216,43.32
IM03r2,3-4_H3_18_26_K18K23_acac,328491808,43.08
IM03r3,3-4_H3_18_26_K18K23_acac,267672288,43.32
IM04r1,3-4_H3_18_26_K18K23_acac,191934480,43.55
IM04r2,3-4_H3_18_26_K18K23_acac,186718272,43.3
IM04r3,3-4_H3_18_26_K18K23_acac,217045280,43.04
IM05r1,3-4_H3_18_26_K18K23_acac,136097936,42.98
IM05r2,3-4_H3_18_26_K18K23_acac,136832000,43.16
IM05r3,3-4_H3_18_26_K18K23_acac,146158960,43.26
EJ06r1,3-4_H3_18_26_K18K23_acac,67472512,43.23
EJ06r2,3-4_H3_18_26_K18K23_acac,66559012,43.16
EJ06r3,3-4_H3_18_26_K18K23_acac,66571176,42.98
EJ07r1,3-4_H3_18_26_K18K23_acac,115502144,43.02
EJ07r2,3-4_H3_18_26_K18K23_acac,104810360,43.08
EJ07r3,3-4_H3_18_26_K18K23_acac,114581984,42.98
EJ08r1,3-4_H3_18_26_K18K23_acac,160431488,42.79
EJ08r2,3-4_H3_18_26_K18K23_acac,157779440,42.81
EJ08r3,3-4_H3_18_26_K18K23_acac,157530976,42.89
EJ09r1,3-4_H3_18_26_K18K23_acac,57713704,43.08
EJ09r2,3-4_H3_18_26_K18K23_acac,58441732,43.09
EJ09r3,3-4_H3_18_26_K18K23_acac,58809020,43.16
EJ10r1,3-4_H3_18_26_K18K23_acac,192734304,43.36
EJ10r2,3-4_H3_18_26_K18K23_acac,202317296,43.53
EJ10r3,3-4_H3_18_26_K18K23_acac,200142944,43.38
blank_00,4-1_H3_27_40_K27K36K37_ppp,0,47.8
blank_01,4-1_H3_27_40_K27K36K37_ppp,0,47.8
QC_pre01,4-1_H3_27_40_K27K36K37_ppp,1452859648,47.94
QC_pre02,4-1_H3_27_40_K27K36K37_ppp,1141252736,47.86
QC_pre03,4-1_H3_27_40_K27K36K37_ppp,881772672,47.75
QC_00,4-1_H3_27_40_K27K36K37_ppp,462225984,47.41
QC_01,4-1_H3_27_40_K27K36K37_ppp,1196126976,47.91
QC_02,4-1_H3_27_40_K27K36K37_ppp,916867264,47.62
QC_03,4-1_H3_27_40_K27K36K37_ppp,1100236416,47.69
QC_05,4-1_H3_27_40_K27K36K37_ppp,1090203008,47.57
QC_04,4-1_H3_27_40_K27K36K37_ppp,1105947648,47.72
IM01r1,4-1_H3_27_40_K27K36K37_ppp,292904352,47.81
IM01r2,4-1_H3_27_40_K27K36K37_ppp,283228512,47.98
IM01r3,4-1_H3_27_40_K27K36K37_ppp,303503584,47.46
IM02r1,4-1_H3_27_40_K27K36K37_ppp,1145181312,47.75
IM02r2,4-1_H3_27_40_K27K36K37_ppp,1158991232,47.89
IM02r3,4-1_H3_27_40_K27K36K37_ppp,1093904768,47.41
IM03r1,4-1_H3_27_40_K27K36K37_ppp,556337856,47.86
IM03r2,4-1_H3_27_40_K27K36K37_ppp,531478624,47.61
IM03r3,4-1_H3_27_40_K27K36K37_ppp,547523520,47.88
IM04r1,4-1_H3_27_40_K27K36K37_ppp,897684992,48.1
IM04r2,4-1_H3_27_40_K27K36K37_ppp,980414464,47.97
IM04r3,4-1_H3_27_40_K27K36K37_ppp,1022452800,47.65
IM05r1,4-1_H3_27_40_K27K36K37_ppp,1045307136,47.59
IM05r2,4-1_H3_27_40_K27K36K37_ppp,1041886336,47.75
IM05r3,4-1_H3_27_40_K27K36K37_ppp,1106976256,47.82
EJ06r1,4-1_H3_27_40_K27K36K37_ppp,1021598272,47.82
EJ06r2,4-1_H3_27_40_K27K36K37_ppp,985193344,47.77
EJ06r3,4-1_H3_27_40_K27K36K37_ppp,1002831616,47.59
EJ07r1,4-1_H3_27_40_K27K36K37_ppp,1705793280,47.67
EJ07r2,4-1_H3_27_40_K27K36K37_ppp,1558901248,47.71
EJ07r3,4-1_H3_27_40_K27K36K37_ppp,1731982720,47.64
EJ08r1,4-1_H3_27_40_K27K36K37_ppp,1567273600,47.47
EJ08r2,4-1_H3_27_40_K27K36K37_ppp,1560302976,47.43
EJ08r3,4-1_H3_27_40_K27K36K37_ppp,1646831744,47.47
EJ09r1,4-1_H3_27_40_K27K36K37_ppp,1285318272,47.77
EJ09r2,4-1_H3_27_40_K27K36K37_ppp,1414276992,47.68
EJ09r3,4-1_H3_27_40_K27K36K37_ppp,1416859264,47.82
EJ10r1,4-1_H3_27_40_K27K36K37_ppp,1623304320,47.96
EJ10r2,4-1_H3_27_40_K27K36K37_ppp,1640624512,48.13
EJ10r3,4-1_H3_27_40_K27K36K37_ppp,1667346432,48.08
blank_00,4-2_H3_27_40_K27K36K37_pm1p,0,49.5
blank_01,4-2_H3_27_40_K27K36K37_pm1p,0,49.5
QC_pre01,4-2_H3_27_40_K27K36K37_pm1p,2709248000,49.76
QC_pre02,4-2_H3_27_40_K27K36K37_pm1p,2543097600,49.67
QC_pre03,4-2_H3_27_40_K27K36K37_pm1p,1977351424,49.53
QC_00,4-2_H3_27_40_K27K36K37_pm1p,927148032,49.22
QC_01,4-2_H3_27_40_K27K36K37_pm1p,2515924224,49.64
QC_02,4-2_H3_27_40_K27K36K37_pm1p,2049015168,49.46
QC_03,4-2_H3_27_40_K27K36K37_pm1p,2443744256,49.51
QC_05,4-2_H3_27_40_K27K36K37_pm1p,2332771584,49.38
QC_04,4-2_H3_27_40_K27K36K37_pm1p,2377181184,49.55
IM01r1,4-2_H3_27_40_K27K36K37_pm1p,670820864,49.64
IM01r2,4-2_H3_27_40_K27K36K37_pm1p,611644288,49.83
IM01r3,4-2_H3_27_40_K27K36K37_pm1p,612510720,49.32
IM02r1,4-2_H3_27_40_K27K36K37_pm1p,2344609536,49.6
IM02r2,4-2_H3_27_40_K27K36K37_pm1p,2350209536,49.74
IM02r3,4-2_H3_27_40_K27K36K37_pm1p,2165933312,49.27
IM03r1,4-2_H3_27_40_K27K36K37_pm1p,1286627200,49.71
IM03r2,4-2_H3_27_40_K27K36K37_pm1p,1233393792,49.44
IM03r3,4-2_H3_27_40_K27K36K37_pm1p,1204649344,49.74
IM04r1,4-2_H3_27_40_K27K36K37_pm1p,1794278016,49.91
IM04r2,4-2_H3_27_40_K27K36K37_pm1p,1824441728,49.77
IM04r3,4-2_H3_27_40_K27K36K37_pm1p,1868381440,49.49
IM05r1,4-2_H3_27_40_K27K36K37_pm1p,2053138560,49.42
IM05r2,4-2_H3_27_40_K27K36K37_pm1p,2098889600,49.6
IM05r3,4-2_H3_27_40_K27K36K37_pm1p,2175379968,49.6
EJ06r1,4-2_H3_27_40_K27K36K37_pm1p,2186226432,49.66
EJ06r2,4-2_H3_27_40_K27K36K37_pm1p,2237778176,49.55
EJ06r3,4-2_H3_27_40_K27K36K37_pm1p,2226161664,49.45
EJ07r1,4-2_H3_27_40_K27K36K37_pm1p,3466479104,49.56
EJ07r2,4-2_H3_27_40_K27K36K37_pm1p,3793686528,49.53
EJ07r3,4-2_H3_27_40_K27K36K37_pm1p,3650942976,49.47
EJ08r1,4-2_H3_27_40_K27K36K37_pm1p,3496412928,49.28
EJ08r2,4-2_H3_27_40_K27K36K37_pm1p,3414994432,49.27
EJ08r3,4-2_H3_27_40_K27K36K37_pm1p,3844365312,49.27
EJ09r1,4-2_H3_27_40_K27K36K37_pm1p,3138113280,49.61
EJ09r2,4-2_H3_27_40_K27K36K37_pm1p,3491997696,49.56
EJ09r3,4-2_H3_27_40_K27K36K37_pm1p,3409836800,49.63
EJ10r1,4-2_H3_27_40_K27K36K37_pm1p,3088072960,49.79
EJ10r2,4-2_H3_27_40_K27K36K37_pm1p,3320799232,49.92
EJ10r3,4-2_H3_27_40_K27K36K37_pm1p,3296744704,49.91
blank_00,4-3_H3_27_40_K27K36K37_m1pp,#N/A,#N/A
blank_01,4-3_H3_27_40_K27K36K37_m1pp,#N/A,#N/A
QC_pre01,4-3_H3_27_40_K27K36K37_m1pp,42962324,47.02
QC_pre02,4-3_H3_27_40_K27K36K37_m1pp,38066200,46.94
QC_pre03,4-3_H3_27_40_K27K36K37_m1pp,29354920,46.82
QC_00,4-3_H3_27_40_K27K36K37_m1pp,14033937,46.44
QC_01,4-3_H3_27_40_K27K36K37_m1pp,39305340,46.98
QC_02,4-3_H3_27_40_K27K36K37_m1pp,32791160,46.67
QC_03,4-3_H3_27_40_K27K36K37_m1pp,37648388,46.73
QC_05,4-3_H3_27_40_K27K36K37_m1pp,38135596,46.62
QC_04,4-3_H3_27_40_K27K36K37_m1pp,38323144,46.76
IM01r1,4-3_H3_27_40_K27K36K37_m1pp,42109964,46.85
IM01r2,4-3_H3_27_40_K27K36K37_m1pp,40863212,46.99
IM01r3,4-3_H3_27_40_K27K36K37_m1pp,43061544,46.49
IM02r1,4-3_H3_27_40_K27K36K37_m1pp,22207466,46.81
IM02r2,4-3_H3_27_40_K27K36K37_m1pp,23075614,46.94
IM02r3,4-3_H3_27_40_K27K36K37_m1pp,21875494,46.45
IM03r1,4-3_H3_27_40_K27K36K37_m1pp,27492006,46.94
IM03r2,4-3_H3_27_40_K27K36K37_m1pp,27513160,46.7
IM03r3,4-3_H3_27_40_K27K36K37_m1pp,26363214,46.93
IM04r1,4-3_H3_27_40_K27K36K37_m1pp,21199350,47.2
IM04r2,4-3_H3_27_40_K27K36K37_m1pp,25350244,47.01
IM04r3,4-3_H3_27_40_K27K36K37_m1pp,25184914,46.71
IM05r1,4-3_H3_27_40_K27K36K37_m1pp,33419064,46.67
IM05r2,4-3_H3_27_40_K27K36K37_m1pp,33346282,46.81
IM05r3,4-3_H3_27_40_K27K36K37_m1pp,34830304,46.9
EJ06r1,4-3_H3_27_40_K27K36K37_m1pp,100804128,46.89
EJ06r2,4-3_H3_27_40_K27K36K37_m1pp,104712104,46.84
EJ06r3,4-3_H3_27_40_K27K36K37_m1pp,109467704,46.64
EJ07r1,4-3_H3_27_40_K27K36K37_m1pp,27869220,46.71
EJ07r2,4-3_H3_27_40_K27K36K37_m1pp,25601468,46.74
EJ07r3,4-3_H3_27_40_K27K36K37_m1pp,27106988,46.68
EJ08r1,4-3_H3_27_40_K27K36K37_m1pp,11819378,46.52
EJ08r2,4-3_H3_27_40_K27K36K37_m1pp,13143901,46.44
EJ08r3,4-3_H3_27_40_K27K36K37_m1pp,12472617,46.55
EJ09r1,4-3_H3_27_40_K27K36K37_m1pp,27587476,46.84
EJ09r2,4-3_H3_27_40_K27K36K37_m1pp,28692336,46.75
EJ09r3,4-3_H3_27_40_K27K36K37_m1pp,28318884,46.88
EJ10r1,4-3_H3_27_40_K27K36K37_m1pp,73490032,47.04
EJ10r2,4-3_H3_27_40_K27K36K37_m1pp,61557904,47.22
EJ10r3,4-3_H3_27_40_K27K36K37_m1pp,75188144,47.13
blank_00,4-4_H3_27_40_K27K36K37_m2pp,30750,42.79
blank_01,4-4_H3_27_40_K27K36K37_m2pp,4017,42.8
QC_pre01,4-4_H3_27_40_K27K36K37_m2pp,1437530112,43.09
QC_pre02,4-4_H3_27_40_K27K36K37_m2pp,1285507712,42.98
QC_pre03,4-4_H3_27_40_K27K36K37_m2pp,1115689472,42.72
QC_00,4-4_H3_27_40_K27K36K37_m2pp,437041824,42.26
QC_01,4-4_H3_27_40_K27K36K37_m2pp,1319582720,43
QC_02,4-4_H3_27_40_K27K36K37_m2pp,1245213824,42.64
QC_03,4-4_H3_27_40_K27K36K37_m2pp,1393718144,42.75
QC_05,4-4_H3_27_40_K27K36K37_m2pp,1385931008,42.52
QC_04,4-4_H3_27_40_K27K36K37_m2pp,1341306624,42.7
IM01r1,4-4_H3_27_40_K27K36K37_m2pp,384539264,42.99
IM01r2,4-4_H3_27_40_K27K36K37_m2pp,371651968,43.08
IM01r3,4-4_H3_27_40_K27K36K37_m2pp,368319104,42.45
IM02r1,4-4_H3_27_40_K27K36K37_m2pp,1279338368,43.05
IM02r2,4-4_H3_27_40_K27K36K37_m2pp,1221231232,43.05
IM02r3,4-4_H3_27_40_K27K36K37_m2pp,1158502272,42.52
IM03r1,4-4_H3_27_40_K27K36K37_m2pp,887919104,42.99
IM03r2,4-4_H3_27_40_K27K36K37_m2pp,888813696,42.77
IM03r3,4-4_H3_27_40_K27K36K37_m2pp,853519872,43.04
IM04r1,4-4_H3_27_40_K27K36K37_m2pp,1164110464,43.34
IM04r2,4-4_H3_27_40_K27K36K37_m2pp,1371450880,43.05
IM04r3,4-4_H3_27_40_K27K36K37_m2pp,1341807360,42.76
IM05r1,4-4_H3_27_40_K27K36K37_m2pp,1243923456,42.62
IM05r2,4-4_H3_27_40_K27K36K37_m2pp,1244423552,42.82
IM05r3,4-4_H3_27_40_K27K36K37_m2pp,1242642688,42.93
