Replicate Name,Peptide Note,Total Area MS1,Peptide Retention Time
EJ06r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1021598272,47.82
EJ06r2,4-13_H3_27_40_K27K36K37_acme1p_NO,985193344,47.77
EJ06r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1002831616,47.59
EJ07r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1705793280,47.67
EJ07r2,4-13_H3_27_40_K27K36K37_acme1p_NO,1558901248,47.71
EJ07r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1731982720,47.64
EJ08r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1567273600,47.47
EJ08r2,4-13_H3_27_40_K27K36K37_acme1p_NO,1560302976,47.43
EJ08r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1646831744,47.47
EJ09r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1285318272,47.77
EJ09r2,4-13_H3_27_40_K27K36K37_acme1p_NO,1414276992,47.68
EJ09r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1416859264,47.82
EJ10r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1623304320,47.96
EJ10r2,4-13_H3_27_40_K27K36K37_acme1p_NO,1640624512,48.13
EJ10r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1667346432,48.08
blank_00,4-14_H3_27_40_K27K36K37_acacp_NO,2684,44.2
blank_01,4-14_H3_27_40_K27K36K37_acacp_NO,1383,44.19
QC_pre01,4-14_H3_27_40_K27K36K37_acacp_NO,122863072,44.96
QC_pre02,4-14_H3_27_40_K27K36K37_acacp_NO,107608264,44.85
QC_pre03,4-14_H3_27_40_K27K36K37_acacp_NO,94388632,44.58
QC_00,4-14_H3_27_40_K27K36K37_acacp_NO,39757828,44.15
QC_01,4-14_H3_27_40_K27K36K37_acacp_NO,104808208,44.86
QC_02,4-14_H3_27_40_K27K36K37_acacp_NO,98131160,44.5
QC_03,4-14_H3_27_40_K27K36K37_acacp_NO,108242864,44.61
QC_05,4-14_H3_27_40_K27K36K37_acacp_NO,109728936,44.4
QC_04,4-14_H3_27_40_K27K36K37_acacp_NO,113283384,44.58
IM01r1,4-14_H3_27_40_K27K36K37_acacp_NO,130429768,44.65
IM01r2,4-14_H3_27_40_K27K36K37_acacp_NO,125343256,44.74
IM01r3,4-14_H3_27_40_K27K36K37_acacp_NO,132679032,44.17
IM02r1,4-14_H3_27_40_K27K36K37_acacp_NO,197942256,44.57
IM02r2,4-14_H3_27_40_K27K36K37_acacp_NO,203263792,44.62
IM02r3,4-14_H3_27_40_K27K36K37_acacp_NO,186935776,44.17
IM03r1,4-14_H3_27_40_K27K36K37_acacp_NO,132562336,44.83
IM03r2,4-14_H3_27_40_K27K36K37_acacp_NO,123319136,44.59
IM03r3,4-14_H3_27_40_K27K36K37_acacp_NO,134240800,44.85
IM04r1,4-14_H3_27_40_K27K36K37_acacp_NO,171103504,45.11
IM04r2,4-14_H3_27_40_K27K36K37_acacp_NO,173522992,44.85
IM04r3,4-14_H3_27_40_K27K36K37_acacp_NO,170342464,44.54
IM05r1,4-14_H3_27_40_K27K36K37_acacp_NO,62914236,44.5
IM05r2,4-14_H3_27_40_K27K36K37_acacp_NO,97894048,44.7
IM05r3,4-14_H3_27_40_K27K36K37_acacp_NO,95218184,44.78
EJ06r1,4-14_H3_27_40_K27K36K37_acacp_NO,87297496,44.76
EJ06r2,4-14_H3_27_40_K27K36K37_acacp_NO,91067368,44.67
EJ06r3,4-14_H3_27_40_K27K36K37_acacp_NO,96722432,44.5
EJ07r1,4-14_H3_27_40_K27K36K37_acacp_NO,109617968,44.53
EJ07r2,4-14_H3_27_40_K27K36K37_acacp_NO,103402232,44.56
EJ07r3,4-14_H3_27_40_K27K36K37_acacp_NO,107001736,44.49
EJ08r1,4-14_H3_27_40_K27K36K37_acacp_NO,111924680,44.3
EJ08r2,4-14_H3_27_40_K27K36K37_acacp_NO,111553656,44.28
EJ08r3,4-14_H3_27_40_K27K36K37_acacp_NO,111004624,44.37
EJ09r1,4-14_H3_27_40_K27K36K37_acacp_NO,83673640,44.62
EJ09r2,4-14_H3_27_40_K27K36K37_acacp_NO,87590968,44.61
EJ09r3,4-14_H3_27_40_K27K36K37_acacp_NO,88881200,44.71
EJ10r1,4-14_H3_27_40_K27K36K37_acacp_NO,113412496,44.9
EJ10r2,4-14_H3_27_40_K27K36K37_acacp_NO,114987176,45.07
EJ10r3,4-14_H3_27_40_K27K36K37_acacp_NO,117792992,44.95
blank_00,0-1_H3_41_49,0,44.5
blank_01,0-1_H3_41_49,6957,44.49
QC_pre01,0-1_H3_41_49,8115827200,44.9
QC_pre02,0-1_H3_41_49,7631021568,44.85
QC_pre03,0-1_H3_41_49,6517003264,44.58
QC_00,0-1_H3_41_49,1508878208,44.09
QC_01,0-1_H3_41_49,7397486080,44.87
QC_02,0-1_H3_41_49,6823430656,44.47
QC_03,0-1_H3_41_49,7868113408,44.65
QC_05,0-1_H3_41_49,7710867968,44.42
QC_04,0-1_H3_41_49,7701993984,44.58
IM01r1,0-1_H3_41_49,3750903040,44.85
IM01r2,0-1_H3_41_49,3815893248,44.98
IM01r3,0-1_H3_41_49,3984902400,44.31
IM02r1,0-1_H3_41_49,7698434048,44.82
IM02r2,0-1_H3_41_49,7800871424,44.86
IM02r3,0-1_H3_41_49,7113044480,44.36
IM03r1,0-1_H3_41_49,5683864064,44.95
IM03r2,0-1_H3_41_49,5843073024,44.69
IM03r3,0-1_H3_41_49,5771428352,44.97
IM04r1,0-1_H3_41_49,6414254592,45.31
IM04r2,0-1_H3_41_49,6319265792,45.01
IM04r3,0-1_H3_41_49,6682309120,44.68
IM05r1,0-1_H3_41_49,6774150144,44.55
IM05r2,0-1_H3_41_49,7007027200,44.74
IM05r3,0-1_H3_41_49,6507126272,44.82
EJ06r1,0-1_H3_41_49,9528676352,44.76
EJ06r2,0-1_H3_41_49,9208115200,44.64
EJ06r3,0-1_H3_41_49,9408492544,44.46
EJ07r1,0-1_H3_41_49,10171581440,44.49
EJ07r2,0-1_H3_41_49,9364790272,44.48
EJ07r3,0-1_H3_41_49,9672981504,44.44
EJ08r1,0-1_H3_41_49,9208706048,44.23
EJ08r2,0-1_H3_41_49,9032786944,44.17
EJ08r3,0-1_H3_41_49,8982180864,44.28
EJ09r1,0-1_H3_41_49,11032418304,44.7
EJ09r2,0-1_H3_41_49,10623899648,44.61
EJ09r3,0-1_H3_41_49,11322639360,44.79
EJ10r1,0-1_H3_41_49,14619353088,45.03
EJ10r2,0-1_H3_41_49,14719206400,45.22
EJ10r3,0-1_H3_41_49,14688705536,45.03
blank_00,5-1_H3_54_63_K56_p,3313,58.7
blank_01,5-1_H3_54_63_K56_p,10189,58.7
QC_pre01,5-1_H3_54_63_K56_p,7651727360,58.72
QC_pre02,5-1_H3_54_63_K56_p,6379602432,58.73
QC_pre03,5-1_H3_54_63_K56_p,6030164992,58.68
QC_00,5-1_H3_54_63_K56_p,2513319424,58.44
QC_01,5-1_H3_54_63_K56_p,7304910848,58.87
QC_02,5-1_H3_54_63_K56_p,6255054848,58.68
QC_03,5-1_H3_54_63_K56_p,7027205632,58.82
QC_05,5-1_H3_54_63_K56_p,6857463296,58.7
QC_04,5-1_H3_54_63_K56_p,6945232896,58.87
IM01r1,5-1_H3_54_63_K56_p,4175124224,58.9
IM01r2,5-1_H3_54_63_K56_p,4120867840,58.99
IM01r3,5-1_H3_54_63_K56_p,3581793024,58.64
IM02r1,5-1_H3_54_63_K56_p,5878593024,58.81
IM02r2,5-1_H3_54_63_K56_p,5981345280,58.9
IM02r3,5-1_H3_54_63_K56_p,5819504640,58.55
IM03r1,5-1_H3_54_63_K56_p,5227543552,58.86
IM03r2,5-1_H3_54_63_K56_p,5006190592,58.71
IM03r3,5-1_H3_54_63_K56_p,4671026688,59.03
IM04r1,5-1_H3_54_63_K56_p,5971146752,59.18
IM04r2,5-1_H3_54_63_K56_p,6357174272,59.02
IM04r3,5-1_H3_54_63_K56_p,6744869376,58.81
IM05r1,5-1_H3_54_63_K56_p,6784022528,58.68
IM05r2,5-1_H3_54_63_K56_p,6497898496,58.81
IM05r3,5-1_H3_54_63_K56_p,6756314112,58.82
EJ06r1,5-1_H3_54_63_K56_p,8354736640,58.86
EJ06r2,5-1_H3_54_63_K56_p,8503812608,58.72
EJ06r3,5-1_H3_54_63_K56_p,8360174592,58.67
EJ07r1,5-1_H3_54_63_K56_p,9133011968,58.81
EJ07r2,5-1_H3_54_63_K56_p,8428279296,58.72
EJ07r3,5-1_H3_54_63_K56_p,9175393280,58.65
EJ08r1,5-1_H3_54_63_K56_p,8772050944,58.56
EJ08r2,5-1_H3_54_63_K56_p,9005927424,58.55
EJ08r3,5-1_H3_54_63_K56_p,9053101056,58.48
EJ09r1,5-1_H3_54_63_K56_p,11322031104,58.78
EJ09r2,5-1_H3_54_63_K56_p,12098327552,58.7
EJ09r3,5-1_H3_54_63_K56_p,11683089408,58.78
EJ10r1,5-1_H3_54_63_K56_p,11552540672,59.03
EJ10r2,5-1_H3_54_63_K56_p,10082560000,59.05
EJ10r3,5-1_H3_54_63_K56_p,11274886144,59.07
blank_00,5-2_H3_54_63_K56_ac,0,56.7
blank_01,5-2_H3_54_63_K56_ac,49,56.69
QC_pre01,5-2_H3_54_63_K56_ac,12275464,56.8
QC_pre02,5-2_H3_54_63_K56_ac,10537282,56.79
QC_pre03,5-2_H3_54_63_K56_ac,8515817,56.7
QC_00,5-2_H3_54_63_K56_ac,3279408,56.42
QC_01,5-2_H3_54_63_K56_ac,15389687,56.92
QC_02,5-2_H3_54_63_K56_ac,13198188,56.71
QC_03,5-2_H3_54_63_K56_ac,13610603,56.83
QC_05,5-2_H3_54_63_K56_ac,12647850,56.73
QC_04,5-2_H3_54_63_K56_ac,16144947,56.87
IM01r1,5-2_H3_54_63_K56_ac,3527388,56.86
IM01r2,5-2_H3_54_63_K56_ac,7658596,57
IM01r3,5-2_H3_54_63_K56_ac,4905934,56.56
IM02r1,5-2_H3_54_63_K56_ac,9026113,56.86
IM02r2,5-2_H3_54_63_K56_ac,6590337,56.95
IM02r3,5-2_H3_54_63_K56_ac,5909882,56.53
IM03r1,5-2_H3_54_63_K56_ac,7329858,56.91
IM03r2,5-2_H3_54_63_K56_ac,6534205,56.74
IM03r3,5-2_H3_54_63_K56_ac,8630235,57.07
IM04r1,5-2_H3_54_63_K56_ac,10013415,57.25
IM04r2,5-2_H3_54_63_K56_ac,11152194,57.05
IM04r3,5-2_H3_54_63_K56_ac,11202327,56.82
IM05r1,5-2_H3_54_63_K56_ac,11843747,56.71
IM05r2,5-2_H3_54_63_K56_ac,12527466,56.86
IM05r3,5-2_H3_54_63_K56_ac,11150237,56.9
EJ06r1,5-2_H3_54_63_K56_ac,10331630,56.93
EJ06r2,5-2_H3_54_63_K56_ac,12515048,56.77
EJ06r3,5-2_H3_54_63_K56_ac,13278138,56.7
EJ07r1,5-2_H3_54_63_K56_ac,17966932,56.85
EJ07r2,5-2_H3_54_63_K56_ac,12788062,56.76
EJ07r3,5-2_H3_54_63_K56_ac,13723809,56.67
EJ08r1,5-2_H3_54_63_K56_ac,12607864,56.57
EJ08r2,5-2_H3_54_63_K56_ac,13301607,56.57
EJ08r3,5-2_H3_54_63_K56_ac,14650325,56.49
EJ09r1,5-2_H3_54_63_K56_ac,17191940,56.85
EJ09r2,5-2_H3_54_63_K56_ac,19759840,56.78
EJ09r3,5-2_H3_54_63_K56_ac,19514596,56.86
EJ10r1,5-2_H3_54_63_K56_ac,21984464,57.12
EJ10r2,5-2_H3_54_63_K56_ac,23608454,57.14
EJ10r3,5-2_H3_54_63_K56_ac,22526692,57.18
blank_00,6-1_H3_73_83_K79_p,60248,59.51
blank_01,6-1_H3_73_83_K79_p,2542,59.49
QC_pre01,6-1_H3_73_83_K79_p,8337859584,59.44
QC_pre02,6-1_H3_73_83_K79_p,6694281216,59.48
QC_pre03,6-1_H3_73_83_K79_p,5961071104,59.44
QC_00,6-1_H3_73_83_K79_p,3918541824,59.24
QC_01,6-1_H3_73_83_K79_p,7256849920,59.56
QC_02,6-1_H3_73_83_K79_p,6263148544,59.4
QC_03,6-1_H3_73_83_K79_p,6822172672,59.5
QC_05,6-1_H3_73_83_K79_p,6412542976,59.4
QC_04,6-1_H3_73_83_K79_p,6925718528,59.58
IM01r1,6-1_H3_73_83_K79_p,3310541568,59.67
IM01r2,6-1_H3_73_83_K79_p,3353537536,59.74
IM01r3,6-1_H3_73_83_K79_p,3390872064,59.4
IM02r1,6-1_H3_73_83_K79_p,5495591936,59.47
IM02r2,6-1_H3_73_83_K79_p,5976223744,59.56
IM02r3,6-1_H3_73_83_K79_p,5308128256,59.22
IM03r1,6-1_H3_73_83_K79_p,4745893888,59.5
IM03r2,6-1_H3_73_83_K79_p,4851843072,59.35
IM03r3,6-1_H3_73_83_K79_p,4620420608,59.65
IM04r1,6-1_H3_73_83_K79_p,5043017216,59.74
IM04r2,6-1_H3_73_83_K79_p,5115338752,59.59
IM04r3,6-1_H3_73_83_K79_p,5481756160,59.38
IM05r1,6-1_H3_73_83_K79_p,6232582656,59.33
IM05r2,6-1_H3_73_83_K79_p,5895723008,59.48
IM05r3,6-1_H3_73_83_K79_p,6292300800,59.47
EJ06r1,6-1_H3_73_83_K79_p,8014859776,59.48
EJ06r2,6-1_H3_73_83_K79_p,7687264768,59.37
EJ06r3,6-1_H3_73_83_K79_p,7743465984,59.3
EJ07r1,6-1_H3_73_83_K79_p,8561966592,59.54
EJ07r2,6-1_H3_73_83_K79_p,8051744256,59.49
EJ07r3,6-1_H3_73_83_K79_p,8991624192,59.39
EJ08r1,6-1_H3_73_83_K79_p,8464346624,59.25
EJ08r2,6-1_H3_73_83_K79_p,8103327744,59.29
EJ08r3,6-1_H3_73_83_K79_p,9514730496,59.2
EJ09r1,6-1_H3_73_83_K79_p,9863834624,59.45
EJ09r2,6-1_H3_73_83_K79_p,10057997312,59.4
EJ09r3,6-1_H3_73_83_K79_p,10180348928,59.45
EJ10r1,6-1_H3_73_83_K79_p,11140371456,59.67
EJ10r2,6-1_H3_73_83_K79_p,11370017792,59.74
EJ10r3,6-1_H3_73_83_K79_p,11795526656,59.78
blank_00,6-2_H3_73_83_K79_m1,1864,62
blank_01,6-2_H3_73_83_K79_m1,2621,62
QC_pre01,6-2_H3_73_83_K79_m1,1063122944,62.08
QC_pre02,6-2_H3_73_83_K79_m1,997110400,62.1
QC_pre03,6-2_H3_73_83_K79_m1,857844224,62.04
QC_00,6-2_H3_73_83_K79_m1,316602688,61.84
QC_01,6-2_H3_73_83_K79_m1,1025991616,62.15
QC_02,6-2_H3_73_83_K79_m1,819702592,61.99
QC_03,6-2_H3_73_83_K79_m1,905716160,62.09
QC_05,6-2_H3_73_83_K79_m1,913383616,61.97
QC_04,6-2_H3_73_83_K79_m1,903636160,62.13
IM01r1,6-2_H3_73_83_K79_m1,439081984,62.18
IM01r2,6-2_H3_73_83_K79_m1,443463776,62.24
IM01r3,6-2_H3_73_83_K79_m1,406051616,61.93
IM02r1,6-2_H3_73_83_K79_m1,834375552,62.13
IM02r2,6-2_H3_73_83_K79_m1,872032448,62.2
IM02r3,6-2_H3_73_83_K79_m1,820662208,61.86
IM03r1,6-2_H3_73_83_K79_m1,789779456,62.08
IM03r2,6-2_H3_73_83_K79_m1,694453376,61.92
IM03r3,6-2_H3_73_83_K79_m1,661196608,62.25
IM04r1,6-2_H3_73_83_K79_m1,772060992,62.31
IM04r2,6-2_H3_73_83_K79_m1,828772480,62.2
IM04r3,6-2_H3_73_83_K79_m1,766148160,61.98
IM05r1,6-2_H3_73_83_K79_m1,873948224,61.92
IM05r2,6-2_H3_73_83_K79_m1,805371136,62.08
IM05r3,6-2_H3_73_83_K79_m1,852882176,62.08
EJ06r1,6-2_H3_73_83_K79_m1,1132277760,62.11
EJ06r2,6-2_H3_73_83_K79_m1,1202082560,61.97
EJ06r3,6-2_H3_73_83_K79_m1,1111585280,61.96
EJ07r1,6-2_H3_73_83_K79_m1,1237938048,62.11
EJ07r2,6-2_H3_73_83_K79_m1,1157524480,62.1
EJ07r3,6-2_H3_73_83_K79_m1,1237979648,61.97
EJ08r1,6-2_H3_73_83_K79_m1,1266934784,61.89
EJ08r2,6-2_H3_73_83_K79_m1,1282610432,61.92
EJ08r3,6-2_H3_73_83_K79_m1,1384990336,61.85
EJ09r1,6-2_H3_73_83_K79_m1,1395502720,62.09
EJ09r2,6-2_H3_73_83_K79_m1,1446494464,62.01
EJ09r3,6-2_H3_73_83_K79_m1,1538078208,62.11
EJ10r1,6-2_H3_73_83_K79_m1,1679200000,62.24
EJ10r2,6-2_H3_73_83_K79_m1,1700280576,62.29
EJ10r3,6-2_H3_73_83_K79_m1,1710442368,62.35
blank_00,6-3_H3_73_83_K79_m2,14729,52.02
blank_01,6-3_H3_73_83_K79_m2,2714,52.01
QC_pre01,6-3_H3_73_83_K79_m2,71751216,52.03
QC_pre02,6-3_H3_73_83_K79_m2,59572588,51.99
QC_pre03,6-3_H3_73_83_K79_m2,49914520,51.8
QC_00,6-3_H3_73_83_K79_m2,7679696,51.49
QC_01,6-3_H3_73_83_K79_m2,64994612,52.04
QC_02,6-3_H3_73_83_K79_m2,52542140,51.8
QC_03,6-3_H3_73_83_K79_m2,65136724,51.86
QC_05,6-3_H3_73_83_K79_m2,61926560,51.72
QC_04,6-3_H3_73_83_K79_m2,62904584,51.95
IM01r1,6-3_H3_73_83_K79_m2,29917610,52.08
IM01r2,6-3_H3_73_83_K79_m2,32390068,52.27
IM01r3,6-3_H3_73_83_K79_m2,30176116,51.72
IM02r1,6-3_H3_73_83_K79_m2,62579092,52.07
IM02r2,6-3_H3_73_83_K79_m2,61777384,52.15
IM02r3,6-3_H3_73_83_K79_m2,56606308,51.66
IM03r1,6-3_H3_73_83_K79_m2,48649564,52.03
IM03r2,6-3_H3_73_83_K79_m2,46896544,51.76
IM03r3,6-3_H3_73_83_K79_m2,46893488,52.14
IM04r1,6-3_H3_73_83_K79_m2,58108300,52.32
IM04r2,6-3_H3_73_83_K79_m2,59190572,52.15
IM04r3,6-3_H3_73_83_K79_m2,51752584,51.87
IM05r1,6-3_H3_73_83_K79_m2,49934064,51.78
IM05r2,6-3_H3_73_83_K79_m2,45845124,51.95
IM05r3,6-3_H3_73_83_K79_m2,51605840,51.95
EJ06r1,6-3_H3_73_83_K79_m2,81881216,51.95
EJ06r2,6-3_H3_73_83_K79_m2,78847504,51.82
EJ06r3,6-3_H3_73_83_K79_m2,86510632,51.74
EJ07r1,6-3_H3_73_83_K79_m2,75412344,51.91
EJ07r2,6-3_H3_73_83_K79_m2,67904224,51.83
EJ07r3,6-3_H3_73_83_K79_m2,78267992,51.8
EJ08r1,6-3_H3_73_83_K79_m2,74921512,51.56
EJ08r2,6-3_H3_73_83_K79_m2,70664648,51.55
EJ08r3,6-3_H3_73_83_K79_m2,69689144,51.51
EJ09r1,6-3_H3_73_83_K79_m2,99883376,51.97
EJ09r2,6-3_H3_73_83_K79_m2,92767480,51.93
EJ09r3,6-3_H3_73_83_K79_m2,101589216,52.02
EJ10r1,6-3_H3_73_83_K79_m2,152333936,52.24
EJ10r2,6-3_H3_73_83_K79_m2,143697792,52.36
EJ10r3,6-3_H3_73_83_K79_m2,134850336,52.33
blank_00,6-4_H3_73_83_K79_m3_NO,20347,65.99
blank_01,6-4_H3_73_83_K79_m3_NO,8184,66
QC_pre01,6-4_H3_73_83_K79_m3_NO,5118117,66.05
QC_pre02,6-4_H3_73_83_K79_m3_NO,5270528,66.03
QC_pre03,6-4_H3_73_83_K79_m3_NO,3675049,65.97
QC_00,6-4_H3_73_83_K79_m3_NO,2471668,65.86
QC_01,6-4_H3_73_83_K79_m3_NO,7017358,66.05
QC_02,6-4_H3_73_83_K79_m3_NO,6339181,65.91
QC_03,6-4_H3_73_83_K79_m3_NO,4898397,66.02
QC_05,6-4_H3_73_83_K79_m3_NO,5273990,65.91
QC_04,6-4_H3_73_83_K79_m3_NO,6779527,66.06
IM01r1,6-4_H3_73_83_K79_m3_NO,1352076,66.05
IM01r2,6-4_H3_73_83_K79_m3_NO,1401511,66.11
IM01r3,6-4_H3_73_83_K79_m3_NO,1555330,65.9
IM02r1,6-4_H3_73_83_K79_m3_NO,1539522,65.71
IM02r2,6-4_H3_73_83_K79_m3_NO,4933540,66.08
IM02r3,6-4_H3_73_83_K79_m3_NO,5063013,65.78
IM03r1,6-4_H3_73_83_K79_m3_NO,5873947,65.95
IM03r2,6-4_H3_73_83_K79_m3_NO,677477,66.09
IM03r3,6-4_H3_73_83_K79_m3_NO,4884125,66.09
IM04r1,6-4_H3_73_83_K79_m3_NO,4529314,66.13
IM04r2,6-4_H3_73_83_K79_m3_NO,6519186,66.05
IM04r3,6-4_H3_73_83_K79_m3_NO,6299330,65.89
IM05r1,6-4_H3_73_83_K79_m3_NO,7181628,65.85
IM05r2,6-4_H3_73_83_K79_m3_NO,6255343,65.98
IM05r3,6-4_H3_73_83_K79_m3_NO,5670809,65.99
EJ06r1,6-4_H3_73_83_K79_m3_NO,6753649,66.05
EJ06r2,6-4_H3_73_83_K79_m3_NO,7454271,65.89
EJ06r3,6-4_H3_73_83_K79_m3_NO,4668397,65.94
EJ07r1,6-4_H3_73_83_K79_m3_NO,9685690,66.05
EJ07r2,6-4_H3_73_83_K79_m3_NO,8310617,66.03
EJ07r3,6-4_H3_73_83_K79_m3_NO,8465600,65.93
EJ08r1,6-4_H3_73_83_K79_m3_NO,9891629,65.87
EJ08r2,6-4_H3_73_83_K79_m3_NO,7526784,65.93
EJ08r3,6-4_H3_73_83_K79_m3_NO,7359795,65.84
EJ09r1,6-4_H3_73_83_K79_m3_NO,8174997,65.99
EJ09r2,6-4_H3_73_83_K79_m3_NO,10340317,65.94
EJ09r3,6-4_H3_73_83_K79_m3_NO,9651647,66.03
EJ10r1,6-4_H3_73_83_K79_m3_NO,3465423,66.04
EJ10r2,6-4_H3_73_83_K79_m3_NO,3520093,66.1
EJ10r3,6-4_H3_73_83_K79_m3_NO,7523467,66.13
blank_00,6-5_H3_73_83_K79_ac,0,57.8
blank_01,6-5_H3_73_83_K79_ac,0,57.8
QC_pre01,6-5_H3_73_83_K79_ac,14044870,57.95
QC_pre02,6-5_H3_73_83_K79_ac,13734582,57.93
QC_pre03,6-5_H3_73_83_K79_ac,11643960,57.86
QC_00,6-5_H3_73_83_K79_ac,4077378,57.63
QC_01,6-5_H3_73_83_K79_ac,15001343,58.04
QC_02,6-5_H3_73_83_K79_ac,13127862,57.83
QC_03,6-5_H3_73_83_K79_ac,14025852,57.93
QC_05,6-5_H3_73_83_K79_ac,13426422,57.82
QC_04,6-5_H3_73_83_K79_ac,13254129,58
IM01r1,6-5_H3_73_83_K79_ac,5466670,58.04
IM01r2,6-5_H3_73_83_K79_ac,5996205,58.14
IM01r3,6-5_H3_73_83_K79_ac,5913712,57.77
IM02r1,6-5_H3_73_83_K79_ac,11957053,57.94
IM02r2,6-5_H3_73_83_K79_ac,11641343,58.02
IM02r3,6-5_H3_73_83_K79_ac,11199619,57.68
IM03r1,6-5_H3_73_83_K79_ac,10144100,57.98
IM03r2,6-5_H3_73_83_K79_ac,10270630,57.82
IM03r3,6-5_H3_73_83_K79_ac,9704654,58.09
IM04r1,6-5_H3_73_83_K79_ac,14010707,58.26
IM04r2,6-5_H3_73_83_K79_ac,12375931,58.09
IM04r3,6-5_H3_73_83_K79_ac,13034646,57.88
IM05r1,6-5_H3_73_83_K79_ac,12758636,57.78
IM05r2,6-5_H3_73_83_K79_ac,11943578,57.92
IM05r3,6-5_H3_73_83_K79_ac,11321478,57.95
EJ06r1,6-5_H3_73_83_K79_ac,13206150,58
EJ06r2,6-5_H3_73_83_K79_ac,12429573,57.87
EJ06r3,6-5_H3_73_83_K79_ac,11674030,57.82
EJ07r1,6-5_H3_73_83_K79_ac,19222192,57.97
EJ07r2,6-5_H3_73_83_K79_ac,16098545,57.91
EJ07r3,6-5_H3_73_83_K79_ac,20118218,57.82
EJ08r1,6-5_H3_73_83_K79_ac,18098542,57.72
EJ08r2,6-5_H3_73_83_K79_ac,16040062,57.75
EJ08r3,6-5_H3_73_83_K79_ac,17931856,57.67
EJ09r1,6-5_H3_73_83_K79_ac,16945580,57.96
EJ09r2,6-5_H3_73_83_K79_ac,18696518,57.9
EJ09r3,6-5_H3_73_83_K79_ac,18355798,57.95
EJ10r1,6-5_H3_73_83_K79_ac,29529512,58.17
EJ10r2,6-5_H3_73_83_K79_ac,28741704,58.19
EJ10r3,6-5_H3_73_83_K79_ac,25860624,58.22
blank_00,7-1_H3_117_128_K122_p,0,62.99
blank_01,7-1_H3_117_128_K122_p,283208,63.16
QC_pre01,7-1_H3_117_128_K122_p,6465734144,63.21
QC_pre02,7-1_H3_117_128_K122_p,6123115008,63.24
QC_pre03,7-1_H3_117_128_K122_p,5232493568,63.15
QC_00,7-1_H3_117_128_K122_p,3241618944,62.95
QC_01,7-1_H3_117_128_K122_p,6415100416,63.28
QC_02,7-1_H3_117_128_K122_p,5536101376,63.13
QC_03,7-1_H3_117_128_K122_p,6019295232,63.24
QC_05,7-1_H3_117_128_K122_p,5556029440,63.1
QC_04,7-1_H3_117_128_K122_p,5760948736,63.28
IM01r1,7-1_H3_117_128_K122_p,2221535488,63.31
IM01r2,7-1_H3_117_128_K122_p,2167059456,63.39
IM01r3,7-1_H3_117_128_K122_p,2381620736,63.06
IM02r1,7-1_H3_117_128_K122_p,6389373952,63.27
IM02r2,7-1_H3_117_128_K122_p,6351611392,63.35
IM02r3,7-1_H3_117_128_K122_p,5678347776,62.97
IM03r1,7-1_H3_117_128_K122_p,5321956352,63.22
IM03r2,7-1_H3_117_128_K122_p,4727021056,63.11
IM03r3,7-1_H3_117_128_K122_p,5144839680,63.4
IM04r1,7-1_H3_117_128_K122_p,5752384512,63.5
IM04r2,7-1_H3_117_128_K122_p,5694033920,63.37
IM04r3,7-1_H3_117_128_K122_p,5494041600,63.17
IM05r1,7-1_H3_117_128_K122_p,5324943872,63.08
IM05r2,7-1_H3_117_128_K122_p,5754176000,63.23
IM05r3,7-1_H3_117_128_K122_p,5414017024,63.24
EJ06r1,7-1_H3_117_128_K122_p,6200819200,63.27
EJ06r2,7-1_H3_117_128_K122_p,5850379776,63.11
EJ06r3,7-1_H3_117_128_K122_p,5484743680,63.12
EJ07r1,7-1_H3_117_128_K122_p,8523751936,63.25
EJ07r2,7-1_H3_117_128_K122_p,8000717312,63.2
EJ07r3,7-1_H3_117_128_K122_p,8713628672,63.06
EJ08r1,7-1_H3_117_128_K122_p,9365907456,62.98
EJ08r2,7-1_H3_117_128_K122_p,8245239808,63.02
EJ08r3,7-1_H3_117_128_K122_p,9700791296,62.94
EJ09r1,7-1_H3_117_128_K122_p,7485732352,63.22
EJ09r2,7-1_H3_117_128_K122_p,8136741888,63.13
EJ09r3,7-1_H3_117_128_K122_p,8344661504,63.24
EJ10r1,7-1_H3_117_128_K122_p,9117100032,63.35
EJ10r2,7-1_H3_117_128_K122_p,9052186624,63.43
EJ10r3,7-1_H3_117_128_K122_p,8462346240,63.5
blank_00,7-2_H3_117_128_M120K122_oxp_No,9574,59.6
blank_01,7-2_H3_117_128_M120K122_oxp_No,17097,59.6
QC_pre01,7-2_H3_117_128_M120K122_oxp_No,4144315392,59.52
QC_pre02,7-2_H3_117_128_M120K122_oxp_No,3909164288,59.55
QC_pre03,7-2_H3_117_128_M120K122_oxp_No,3912898560,59.51
QC_00,7-2_H3_117_128_M120K122_oxp_No,1905295360,59.32
QC_01,7-2_H3_117_128_M120K122_oxp_No,4487859200,59.63
QC_02,7-2_H3_117_128_M120K122_oxp_No,3825418496,59.49
